ID,Category,Level,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Explanation,Tags
Q0109,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جس کے دانت ہوتے ہیں مگر منہ نہیں؟,آری,کانٹا,چابی,کنگھی,D,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: کنگھی۔,"دلچسپ پہیلیاں, آسان"
Q0110,⏳ 5 سیکنڈ چیلنج,E,دانائی,A,جہالت,کمزوری,سستی,A,درست جواب ہے: A۔,"5 سیکنڈ چیلنج, آسان"
Q0111,👑 صرف ذہین لوگوں کے لیے,E,امریکہ کا پہلا صدر کون تھا؟,بن فرینکلن,جارج واشنگٹن,ابراہام لنکن,تھامس جیفرسن,B,درست جواب ہے: جارج واشنگٹن۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0112,😈 ٹرک سوالات,E,ڈاکٹر نے زخمی بچے کو دیکھ کر کہا: 'یہ میرا بیٹا ہے۔' کیسے؟,ڈاکٹر خاندانی دوست تھا,"""ڈاکٹر اس کی ماں تھی""",بچہ گود لیا ہوا تھا,ڈاکٹر جھوٹ بول رہا تھا,B,"درست جواب ہے: ""ڈاکٹر اس کی ماں تھی""۔","ٹرک سوالات, آسان"
Q0113,📖 اردو محاورے,E,دل بڑھانا کا مطلب کیا ہے؟,محبت کرنا,ہمت بڑھانا,علاج کرنا,خوش کرنا,B,کسی کا حوصلہ بڑھانا,"اردو محاورے, آسان"
Q0114,🤯 دماغ کا امتحان,E,وہ کون سی چیز ہے جو جتنی زیادہ استعمال ہو اتنی ہی کم ہوتی جاتی ہے؟,کتاب,پیسہ,کرسی,عمر,D,وقت گزرنے کے ساتھ عمر کم ہوتی جاتی ہے۔,"دماغ کا امتحان, آسان"
Q0115,📖 اردو محاورے,E,ہاتھ کھڑے کرنا,مدد کرنا,ہار مان لینا,کام شروع کرنا,دعا کرنا,B,ہاتھ کھڑے کرنے کا مطلب ہار مان لینا ہے۔,"اردو محاورے, آسان"
Q0116,🤯 دماغ کا امتحان,E,اگر ایک چیز کی قیمت 50 روپے ہے تو 4 چیزوں کی قیمت کتنی ہوگی,200,250,150,180,A,50×4=200 روپے۔,"دماغ کا امتحان, آسان"
Q0117,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,گھڑی میں 3 بجے ہوں تو آئینے میں وقت کیا نظر آئے گا؟,9 بجے,12 بجے,3 بجے,6 بجے,A,آئینے میں وقت الٹا دکھائی دیتا ہے,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0118,⏳ 5 سیکنڈ چیلنج,E,پانی کس درجہ حرارت پر ابلتا ہے؟,0 ڈگری,100 ڈگری سینٹی گریڈ,50 ڈگری,150 ڈگری,B,درست جواب ہے: 100 ڈگری سینٹی گریڈ۔,"5 سیکنڈ چیلنج, آسان"
Q0119,⏳ 5 سیکنڈ چیلنج,E,پاکستان کی قومی زبان کیا ہے؟,انگریزی,پنجابی,اردو,سندھی,C,درست جواب ہے: اردو۔,"5 سیکنڈ چیلنج, آسان"
Q0120,🤯 دماغ کا امتحان,E,ایک ٹوکری میں 12 آم ہیں۔ 4 نکال لیے گئے۔ ٹوکری میں کتنے آم باقی ہیں؟,6,8,4,12,B,12 میں سے 4 نکالنے پر 8 آم باقی رہ جاتے ہیں۔,"دماغ کا امتحان, آسان"
Q0121,😈 ٹرک سوالات,E,ایک ٹوکری میں 11 پھل تھے، بچوں نے 6 کھا لیے، ٹوکری میں کتنے پھل بچے؟ (سیٹ 12),5,6,4,9,A,11-6=5 پھل بچے۔,"ٹرک سوالات, آسان"
Q0122,😈 ٹرک سوالات,E,اگر ایک مرغی ایک دن میں ایک انڈا دیتی ہے تو 7 دن میں کتنے انڈے دے گی؟,7,8,5,6,A,ایک دن میں ایک انڈا، 7 دن میں 7 انڈے۔,"ٹرک سوالات, آسان"
Q0123,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو رکنے پر بھی چلتا رہتا محسوس ہوتا ہے؟,پہیہ,دل کی دھڑکن,پنکھا,گھڑی,B,یہ ایک لطیف پہیلی ہے جس کا جواب ہے: دل کی دھڑکن۔,"دلچسپ پہیلیاں, آسان"
Q0124,⏳ 5 سیکنڈ چیلنج,E,لاہور کا تاریخی قلعہ کس نے بنایا؟,جہانگیر,اکبر,شاہ جہان,اورنگزیب,B,درست جواب ہے: اکبر۔,"5 سیکنڈ چیلنج, آسان"
Q0125,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,15، 22، 29، 36 کے بعد اگلا عدد کیا ہوگا؟,42,50,43,44,C,ہر بار 7 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 36+7 = 43 ہوگا۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0126,👑 صرف ذہین لوگوں کے لیے,E,سب سے ہلکی گیس کون سی ہے؟,نائٹروجن,کاربن ڈائی آکسائیڈ,ہائیڈروجن,آکسیجن,C,درست جواب ہے: ہائیڈروجن۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0127,🎭 الفاظ کا جادو,E,"""پتلا"" کا متضاد کیا ہے؟",موٹا,رات,نادار,بڑا,A,"""پتلا"" کا متضاد ""موٹا"" ہے۔","الفاظ کا جادو, آسان"
Q0128,🎭 الفاظ کا جادو,E,بے بس کا متضاد کیا ہے؟,غریب,امیر,طاقتور,کمزور,C,درست جواب ہے: طاقتور۔,"الفاظ کا جادو, آسان"
Q0129,🎭 الفاظ کا جادو,E,زندگی کا مترادف کیا ہے؟,صحت,نیند,موت,حیات,D,درست جواب ہے: حیات۔,"الفاظ کا جادو, آسان"
Q0130,🧩 دلچسپ پہیلیاں,E,روز بنتا ہے مگر اسے چھوا نہیں جا سکتا۔ وہ کیا ہے؟,منصوبہ,تصویر,کھانا,خواب,A,درست جواب ہے: منصوبہ۔,"دلچسپ پہیلیاں, آسان"
Q0131,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جس کے پاس آنکھ ہے مگر دیکھ نہیں سکتی؟,آئینہ,کیمرہ,درخت,سوئی,D,درست جواب ہے: سوئی ✓۔,"دلچسپ پہیلیاں, آسان"
Q0132,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر ایک ہفتے میں 7 دن ہوتے ہیں تو 4 ہفتوں میں کتنے دن ہوں گے؟,24,21,28,30,C,7 × 4 = 28 دن۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0133,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,عام درجۂ حرارت پر مائع حالت میں پائی جانے والی دھات کون سی ہے؟,پارہ,سونا,ایلومینیم,لوہا,A,درست جواب ہے: پارہ۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0134,🤯 دماغ کا امتحان,E,20، 29، 38، 47 کے بعد اگلا عدد کیا ہوگا؟,65,57,55,56,D,ہر بار 9 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 47+9 = 56 ہوگا۔,"دماغ کا امتحان, آسان"
Q0135,📖 اردو محاورے,E,آنکھوں کا نور ہونا,بہت عزیز ہونا,خوفزدہ ہونا,روشن ہونا,اندھا ہونا,A,یہ محاورہ کسی نہایت پیارے شخص کے لیے بولا جاتا ہے۔,"اردو محاورے, آسان"
Q0136,👑 صرف ذہین لوگوں کے لیے,E,عظیم دیوار چین کی لمبائی کتنی ہے؟,5 ہزار کلومیٹر,50 ہزار کلومیٹر,10 ہزار کلومیٹر,تقریباً 21 ہزار کلومیٹر,D,درست جواب ہے: تقریباً 21 ہزار کلومیٹر۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0137,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,18، 24، 30، 36 کے بعد اگلا عدد کیا ہوگا؟,48,42,41,43,B,ہر بار 6 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 36+6 = 42 ہوگا۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0138,🤯 دماغ کا امتحان,E,اگر آج بدھ ہے تو 18 دن بعد کون سا دن ہوگا؟,منگل,پیر,اتوار,ہفتہ,C,بدھ سے 18 دن آگے شمار کرنے پر دن اتوار بنتا ہے۔,"دماغ کا امتحان, آسان"
Q0139,🤯 دماغ کا امتحان,E,اگر 12 قلموں کی قیمت 180 روپے ہے تو ایک قلم کی قیمت کتنی ہوگی؟,12 روپے,10 روپے,15 روپے,20 روپے,C,180 ÷ 12 = 15 روپے۔,"دماغ کا امتحان, آسان"
Q0140,🤯 دماغ کا امتحان,E,8، 12، 16، 20 کے بعد اگلا عدد کیا ہوگا؟,23,25,28,24,D,ہر بار 4 کا اضافہ ہو رہا ہے، لہٰذا اگلا عدد 20+4 = 24 ہوگا۔,"دماغ کا امتحان, آسان"
Q0141,🤯 دماغ کا امتحان,E,کمزور پاس ورڈ جیسے 123456 کے بارے میں کون سا بیان درست ہے؟,اسے صرف مالک ہی کھول سکتا ہے,اسے توڑنا تقریباً ناممکن ہے,اسے توڑنے میں کئی دن لگتے ہیں,جدید حملوں میں یہ چند سیکنڈ میں ٹوٹ سکتا ہے,D,درست جواب ہے: جدید حملوں میں یہ چند سیکنڈ میں ٹوٹ سکتا ہے۔,"دماغ کا امتحان, آسان"
Q0142,😈 ٹرک سوالات,E,اگر آج بدھ ہے تو 19 دن بعد کون سا دن ہوگا؟,اتوار,پیر,بدھ,منگل,B,بدھ سے 19 دن آگے شمار کرنے پر دن پیر بنتا ہے۔,"ٹرک سوالات, آسان"
Q0143,👑 صرف ذہین لوگوں کے لیے,E,پاکستان کی قومی زبان کون سی ہے؟,اردو,پنجابی,سندھی,پشتو,A,درست جواب ہے: اردو۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0144,🎭 الفاظ کا جادو,E,"""تذکرہ"" کا مطلب کیا ہے؟",ذکر یا بیان,صبح کا وقت / جادو,روزی,صحرا میں پانی کا دھوکا,A,"""تذکرہ"" کا مطلب ہے: ذکر یا بیان۔","الفاظ کا جادو, آسان"
Q0145,🎭 الفاظ کا جادو,E,نفع کا متضاد کیا ہے؟,آمدنی,منافع,نقصان,سود,C,نفع کا متضاد نقصان ہے۔,"الفاظ کا جادو, آسان"
Q0146,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر آج منگل ہے تو 8 دن بعد کون سا دن ہوگا؟,بدھ,منگل,جمعرات,جمعہ,A,منگل سے 8 دن آگے شمار کرنے پر دن بدھ بنتا ہے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0147,🤯 دماغ کا امتحان,E,وہ کون سی چیز ہے جسے جتنا بانٹیں اتنی بڑھتی ہے,روٹی,دولت,علم,پانی,C,علم بانٹنے سے بڑھتا ہے۔,"دماغ کا امتحان, آسان"
Q0148,🤯 دماغ کا امتحان,E,8 × 7 + 6 کا جواب کیا ہے؟,70,62,56,50,B,درست جواب ہے: 62۔,"دماغ کا امتحان, آسان"
Q0149,🎭 الفاظ کا جادو,E,وفادار کا متضاد کیا ہے؟,بے وفا,مہربان,بردبار,ایماندار,A,وفادار کا متضاد بے وفا ہے۔,"الفاظ کا جادو, آسان"
Q0150,🤯 دماغ کا امتحان,E,اگر ایک ہفتے میں 7 دن ہیں تو دو ہفتوں میں کتنے دن ہوں گے,12,7,14,21,C,دو ہفتوں میں 14 دن ہوتے ہیں۔,"دماغ کا امتحان, آسان"
Q0151,📖 اردو محاورے,E,جتنے منہ اتنی باتیں,منہ بند کرو,ہر کسی کی اپنی رائے,باتیں کرو,لوگ خاموش ہیں,B,ہر شخص کی اپنی الگ رائے ہوتی ہے۔,"اردو محاورے, آسان"
Q0152,🧩 دلچسپ پہیلیاں,E,وہ کون سی چیز ہے جو اکثر مانگے بغیر ملتی ہے؟,پیسہ,ٹکٹ,انعام,مشورہ,D,درست جواب ہے: مشورہ۔,"دلچسپ پہیلیاں, آسان"
Q0153,🤯 دماغ کا امتحان,E,مثلث کا رقبہ فارمولا کیا ہے؟,(base × height)/2,base × height,base²,2 × base,A,درست جواب ہے: (base × height)/2۔,"دماغ کا امتحان, آسان"
Q0154,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو جتنا خشک ہوتا ہے اتنا ہی گیلا کرتا ہے,ریت,صابن,کاغذ,تولیہ,D,تولیہ خشک ہو کر دوسروں کو خشک کرتا ہے اور خود گیلا ہوتا جاتا ہے۔,"دلچسپ پہیلیاں, آسان"
Q0155,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر ایک ہفتے میں 168 گھنٹے ہوتے ہیں تو دو ہفتوں میں کتنے گھنٹے ہوں گے؟,300,324,348,336,D,168 × 2 = 336 گھنٹے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0156,👑 صرف ذہین لوگوں کے لیے,E,"""راجہ گدھ"" کس نے لکھا؟",بانو قدسیہ,عمیرہ احمد,قرۃ العین حیدر,عصمت چغتائی,A,درست جواب ہے: بانو قدسیہ۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0157,🤯 دماغ کا امتحان,E,اگر 5x = 35 تو x کیا ہے؟,5,8,7,6,C,درست جواب ہے: 7۔,"دماغ کا امتحان, آسان"
Q0158,⏳ 5 سیکنڈ چیلنج,E,پاکستان کی آزادی کس سال ہوئی؟,1947,1950,1945,1948,A,درست جواب ہے: 1947۔,"5 سیکنڈ چیلنج, آسان"
Q0159,👑 صرف ذہین لوگوں کے لیے,E,پاکستان کا قومی مشروب کیا ہے؟,دودھ,چائے,گنے کا رس,گنے کا شربت,A,پاکستان کا قومی مشروب دودھ ہے۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0160,🤯 دماغ کا امتحان,E,ایک شخص کے 6 بیٹے ہیں اور سب کی ایک ہی بہن ہے، کل اولاد کتنی ہے؟,6,8,12,7,D,چھ بیٹے اور ایک مشترکہ بہن، کل 7 بچے۔,"دماغ کا امتحان, آسان"
Q0161,⏳ 5 سیکنڈ چیلنج,E,پاکستان کا قومی کھیل کیا ہے,کرکٹ,کبڈی,ہاکی,فٹبال,C,قومی کھیل ہاکی ہے۔,"5 سیکنڈ چیلنج, آسان"
Q0162,🎭 الفاظ کا جادو,E,"""مکر"" کا مترادف؟",پیار,عبادت,فریب,محبت,C,درست جواب ہے: فریب۔,"الفاظ کا جادو, آسان"
Q0163,📖 اردو محاورے,E,ناک کٹ جانا,بدنام ہونا,چوٹ لگنا,رونا,ناک زخمی ہونا,A,ناک کٹ جانا عزت یا ساکھ ختم ہونے کو کہتے ہیں۔,"اردو محاورے, آسان"
Q0164,👑 صرف ذہین لوگوں کے لیے,E,پاکستان کا قومی مشروب کون سا ہے؟,گنے کا جوس,گنے کا شربت,چائے,گنے کا رس,C,چائے پاکستان کا سب سے مقبول اور قومی مشروب سمجھا جاتا ہے۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0165,😈 ٹرک سوالات,E,مکمل طور پر 90 ڈگری کا زاویہ کیا کہلاتا ہے؟,منفرج,مستقیم,حاد,متکافل,B,درست جواب ہے: مستقیم۔,"ٹرک سوالات, آسان"
Q0166,📖 اردو محاورے,E,گھر کی مرغی دال برابر,اپنی چیز کی قدر نہیں,مرغی پالنا,دال کھانا,گھر کا کام,A,اپنی چیز یا اپنے لوگوں کی قدر نہ کرنا۔,"اردو محاورے, آسان"
Q0167,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو جتنا چلتا ہے اتنا ہی گھٹتا جاتا ہے؟,وقت,سایہ,موم بتی,پانی,C,جلتی ہوئی موم بتی آہستہ آہستہ پگھلتی جاتی ہے۔,"دلچسپ پہیلیاں, آسان"
Q0168,😈 ٹرک سوالات,E,ایک کمرے میں 12 بلب ہیں، سب بجھا دیے گئے۔ کتنے روشن رہ گئے؟,0,12,6,1,A,سب بجھا دیے گئے، اس لیے کوئی بھی روشن نہیں رہا۔,"ٹرک سوالات, آسان"
Q0169,🎭 الفاظ کا جادو,E,دانش کا مترادف کیا ہے؟,سستی,اندھیرا,جاہلیت,علم,D,دانش کا مطلب علم یا عقل ہے۔,"الفاظ کا جادو, آسان"
Q0170,👑 صرف ذہین لوگوں کے لیے,E,دل توڑنا کا مطلب کیا ہے؟,ہنسانا,رنجیدہ کرنا,خوش کرنا,مدد کرنا,B,درست جواب ہے: رنجیدہ کرنا۔,"صرف ذہین لوگوں کے لیے, آسان"
Q0171,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,کتابوں والی الماریاں 6 ہیں اور یہ کل الماریوں کا آدھا حصہ ہیں کل الماریاں؟,10,16,12,14,C,6*2=12,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0172,🧩 دلچسپ پہیلیاں,E,وہ کون ہے جو تمہاری بات سنتا ہے مگر منہ نہیں کھولتا,دیوار,کتاب,فون,کان,D,کان سنتا ہے مگر بولتا نہیں۔,"دلچسپ پہیلیاں, آسان"
Q0173,🧩 دلچسپ پہیلیاں,E,وہ کیا ہے جو جتنا بھر جائے اتنا ہی ہلکا ہو جاتا ہے,ڈبہ,بالٹی,غبارہ,بوتل,C,غبارہ ہوا سے بھرنے پر اوپر اٹھنے لگتا ہے۔,"دلچسپ پہیلیاں, آسان"
Q0174,🎭 الفاظ کا جادو,E,سستی کا متضاد کیا ہے؟,نیند,کاہلی,محنت,آرام,C,سستی کا متضاد محنت ہے۔,"الفاظ کا جادو, آسان"
Q0175,⏳ 5 سیکنڈ چیلنج,E,پاکستان کا قومی جانور کون سا ہے؟,گھوڑا,مارخور,شیر,باز,B,درست جواب ہے: مارخور۔,"5 سیکنڈ چیلنج, آسان"
Q0176,📖 اردو محاورے,E,آگ ببولا ہونا کا مطلب کیا ہے؟,خوش ہونا,آگ جلانا,بھاگنا,بہت غصہ ہونا,D,شدید غصے میں آ جانا۔,"اردو محاورے, آسان"
Q0177,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر آج پیر ہے تو 3 دن بعد کون سا دن ہوگا؟,جمعرات,ہفتہ,جمعہ,بدھ,A,پیر سے 3 دن آگے شمار کرنے پر دن جمعرات بنتا ہے۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
Q0178,🧠 99٪ لوگ غلط جواب دیتے ہیں,E,اگر 15 آم 5 بچوں میں برابر تقسیم ہوں تو ہر بچے کو کتنے آم ملیں گے؟,4,2,5,3,D,15÷5=3۔,"99٪ لوگ غلط جواب دیتے ہیں, آسان"
